County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District Zip,District Enrollment as of Oct 2021,School Number,School Enrollment as of Oct 2021
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912109,758
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912110,289
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912111,939
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912112,652
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912113,398
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912114,775
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912115,552
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912116,821
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912117,213
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912119,764
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912120,408
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912121,349
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912122,823
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912123,338
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912124,405
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912125,277
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912127,585
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912128,869
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912130,734
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912131,412
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912132,570
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912133,806
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912135,543
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912136,616
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912137,738
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912138,459
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912140,493
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912144,469
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912147,526
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912148,697
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912149,930
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912151,585
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912152,423
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912153,302
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912154,393
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912155,284
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912156,531
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912157,807
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912158,421
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912159,454
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912162,384
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912163,760
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912166,311
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912167,551
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912168,307
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912169,678
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912170,461
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912171,615
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912172,226
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912173,770
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912174,470
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912175,571
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912178,755
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912179,396
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912180,279
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912181,420
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912182,364
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912185,446
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912186,547
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912187,406
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912188,535
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912189,744
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912192,543
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912194,702
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912195,408
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912196,677
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912197,230
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912198,330
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912199,635
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912201,477
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912203,376
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912204,370
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912207,456
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912209,571
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912210,417
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912211,865
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912212,349
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912213,299
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912214,800
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912215,863
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912216,850
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912217,376
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912218,1199
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912219,1180
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912220,270
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912221,791
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912222,270
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912223,331
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912224,590
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912225,326
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912227,937
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912228,603
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912229,687
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912231,435
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912232,305
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912233,373
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912234,396
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912237,610
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912239,466
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912240,523
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912241,631
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912242,782
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912243,429
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912244,405
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912245,557
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912247,370
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912248,1018
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912249,700
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912251,862
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912252,465
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912253,677
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912254,256
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912255,1131
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912256,610
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912257,413
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912258,381
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912259,567
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912260,670
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912262,477
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912263,581
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912264,450
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912265,383
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912267,722
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912268,466
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912269,350
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912271,646
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912273,564
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912274,887
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912275,766
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912276,521
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912279,331
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912281,503
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912283,386
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912285,685
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912286,813
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912287,442
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912289,308
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912290,586
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912291,334
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912292,383
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912295,935
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912297,411
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912298,460
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912299,519
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912301,398
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912308,485
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912310,2749
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912311,268
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912320,-1
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912321,653
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912322,913
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912323,477
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912324,348
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912337,1224
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912338,950
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912340,244
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912342,701
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912344,565
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912345,448
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912348,460
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912350,246
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912351,-1
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912352,386
